id,final_d,emp_length_int,home_ownership_cat,annual_inc,income_cat,loan_amount,term_cat,application_type_cat,purpose_cat,interest_payment_cat,loan_condition_cat,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment
6282,1102014,6,3,90000,1,15600,1,1,1,1,0,7.9,A,16.35,17571.6833,15600,0,488.13
6283,1012014,10,3,145000,2,28000,2,1,1,1,0,12.69,B,13.99,34620.21,28000,0,632.66
6284,1032014,4,3,102500,2,11800,1,1,6,1,0,6.03,A,19.43,12795.57334,11800,0,359.14
6285,1102014,4,1,12000,1,4200,1,1,4,1,0,7.9,A,12.5,4730.091827,4200,0,131.42
6286,1032013,4,3,120155,2,12000,1,1,10,1,0,6.03,A,8.28,12811.29,12000,0,365.23
6287,1122011,9,1,83195,1,13000,1,1,6,1,0,11.71,B,16.2,13252.18,13000,0,429.99
6288,1062015,10,3,42000,1,12000,2,1,6,2,0,19.42,E,20.94,18263.31013,12000,0,314.07
6289,1062013,10,1,37200,1,7200,1,1,6,1,0,7.9,A,15.55,7916.42,7200,0,225.29
6290,1122011,3,1,80000,1,35000,2,1,6,1,1,11.71,B,9.84,1545.4,867.18,0,773.44
6291,1012016,10,1,63900,1,8600,2,1,6,1,0,10.65,B,24.08,9446.83,6993.78,0,185.49
6292,1102014,10,3,100000,1,12000,1,1,6,1,0,6.62,A,7.16,13262.36925,12000,0,368.45
6293,1102014,6,3,45000,1,6000,1,1,4,2,0,14.27,C,17.55,7405.322954,6000,0,205.86
6294,1102012,5,3,102000,2,12000,1,1,7,2,0,15.27,C,4.18,13596.93,12000,0,417.58
6295,1012014,5,1,75000,1,35000,2,1,6,2,0,18.64,E,13.82,47441.59,35000,0,901.01
6296,1072015,6,3,110000,2,30000,2,1,7,2,0,19.03,E,10.81,45300.30175,30000,0,778.72
6297,1012013,3,1,60000,1,10250,1,1,6,1,0,6.62,A,22.1,10724.81,10250,0,314.72
6298,1032014,0.5,3,97000,1,14000,1,1,8,1,0,11.71,B,16.26,16541.76339,14000,0,463.07
6299,1112014,10,3,96000,1,24000,1,1,6,2,0,19.42,E,23.66,31849.318519999997,24000,0,884.85
6300,1102014,5,3,130000,2,35000,1,1,6,2,0,18.25,D,13.74,45689.680889999996,35000,0,1269.73
6301,1072015,9,1,73000,1,35000,2,1,6,2,0,19.91,E,22.64,54000.1313,35000,0,925.54
6302,1102014,1,1,45000,1,2000,1,1,4,2,0,13.49,C,15.95,2441.01667,2000,0,67.87
6303,1072015,3,1,155000,2,35000,2,1,6,1,0,11.71,B,5.54,45586.55408,35000,0,773.44
6304,1112012,10,3,33000,1,2000,1,1,6,2,1,14.27,C,8,967.53,624.05,78.72,68.62
6305,1042012,3,3,26004,1,10000,1,1,6,1,0,9.91,B,12.09,10431.87,10000,0,322.25
6306,1102014,3,3,130000,2,5000,1,1,7,1,0,12.42,B,18.37,6012.035901,5000,0,167.08
6307,1102014,5,3,64000,1,5200,1,1,6,1,0,7.9,A,28.74,5856.542102,5200,0,162.71
6308,1102014,10,1,72000,1,12000,1,1,4,1,0,6.62,A,28.87,13262.27218,12000,0,368.45
6309,1102014,3,3,40000,1,4000,1,1,5,2,0,17.58,D,8.82,5171.491559,4000,0,143.77
6310,1022012,1,1,30000,1,1500,1,1,8,1,0,7.51,A,19.24,1536.12,1500,0,46.67
6311,1042014,10,3,48000,1,14000,2,1,9,1,1,10.65,B,4.47,10046.12,5831.22,1289.28,301.96
6312,1032015,0.5,1,75000,1,12000,2,1,5,1,0,8.9,A,1.63,14327.45175,12000,0,248.52
6313,1092015,10,1,130000,2,35000,2,1,6,2,1,14.27,C,9.6,38471.57,25166.4,0,819.3
6314,1102014,3,1,150000,2,5000,1,1,4,1,0,10.65,B,6.44,5875.105565999999,5000,0,162.87
6315,1052014,10,3,60000,1,6000,1,1,1,1,0,9.91,B,10.86,6934.236495,6000,0,193.35
6316,1112013,5,1,34400,1,4200,1,1,2,1,0,8.9,A,6.17,4736.85,4200,0,133.37
6317,1022013,5,3,60000,1,9000,1,1,1,1,0,12.42,B,14.44,10217.67,9000,0,300.74
6318,1062013,10,3,76000,1,6000,1,1,2,1,0,8.9,A,23.35,6673.3,6000,0,190.52
6319,1112012,10,3,57600,1,10500,1,1,6,1,0,6.62,A,20.19,11136.09,10500,0,322.39
6320,1012016,10,1,75000,1,3875,2,1,6,2,0,19.03,E,14.86,5110.21,3028.4,0,100.59
6321,1102014,10,3,49200,1,4800,1,1,2,1,0,7.51,A,5,5373.732306,4800,0,149.34
6322,1022014,2,1,63000,1,11000,1,1,6,1,0,12.42,B,8.7,13083.21,11000,0,367.57
6323,1102014,7,3,68000,1,8000,1,1,1,2,0,16.29,D,13.8,10162.76354,8000,0,282.41
6324,1032013,1,1,86000,1,12000,1,1,6,1,0,10.65,B,9.78,13449.8,12000,0,390.88
6325,1012016,10,3,116000,2,30000,2,1,6,2,0,22.35,F,22.41,42525.2,23128.4,0,834.55
6326,1102014,3,1,54590,1,5000,1,1,10,1,0,6.03,A,5.96,5477.972786,5000,0,152.18
6327,1102014,6.05,3,28000,1,9600,1,1,6,1,0,6.03,A,15.04,10518.104640000001,9600,0,292.19
6328,1122015,10,1,66000,1,33000,2,1,6,2,0,18.64,E,19.67,50304.070060000005,33000,0,849.52
6329,1122013,10,3,74004,1,7125,1,1,6,1,0,6.62,A,21.94,7809.1,7125,0,218.77
6330,1102014,5,3,240000,3,8400,1,1,2,1,0,7.51,A,5.72,9406.270520999999,8400,0,261.34
6331,1012016,2,3,80000,1,35000,2,1,6,1,0,11.71,B,7.29,39424.72,28353.92,0,773.44
6332,1042014,2,1,78000,1,19000,1,1,8,1,0,8.9,A,3.22,21624.64997,19000,0,603.32
6333,1042015,10,3,75900,1,15000,2,1,6,1,1,10.65,B,14.1,14751.07,9623.34,1188.01,323.53
6334,1102014,0.5,1,83200,1,8000,1,1,6,2,0,15.96,C,16.37,10107.680859999999,8000,0,281.1
6335,1102015,10,3,109000,2,20000,2,1,6,1,0,12.69,B,6.14,26801.37,20000,0,451.9
6336,1062014,1,1,32000,1,15000,1,1,6,1,0,12.42,B,12.71,17988.21685,15000,0,501.23
6337,1042013,7,3,130000,2,35000,2,1,4,2,1,20.3,E,9.87,18398.01,7096.88,1624.71,933.14
6338,1012013,3,1,50000,1,10000,1,1,1,2,0,14.27,C,14.74,11483.79,10000,0,343.09
6339,1012016,8,1,50000,1,25200,2,1,5,2,0,13.49,C,4.58,29551.44,20255.7,0,579.72
6340,1082014,10,3,104000,2,9000,1,1,6,1,0,10.65,B,16.1,10542.51051,9000,0,293.16
6341,1092014,5,1,54000,1,13275,1,1,1,2,0,17.58,D,9.78,17155.57833,13275,0,477.14
6342,1112014,8,1,48000,1,18000,2,1,9,1,1,11.71,B,18.27,15513.3,9509.7,1204.78,397.77
6343,1102014,9,3,65004,1,5500,1,1,4,1,0,6.03,A,22.52,6025.834540999999,5500,0,167.4
6344,1042013,6,1,80000,1,10000,1,1,6,1,0,7.51,A,12.1,10879.07,10000,0,311.11
6345,1052012,5,2,42000,1,6500,1,1,8,1,0,6.03,A,14.69,6711.89,6500,0,197.84
6346,1102014,1,1,21600,1,2400,1,1,6,2,0,16.29,D,7.33,3048.420486,2400,0,84.73
6347,1102014,10,3,32000,1,1000,1,1,6,2,0,16.29,D,19.95,1270.212888,1000,0,35.31
6348,1102014,6.05,2,63000,1,5000,1,1,8,1,0,6.03,A,7.81,5478.002443,5000,0,152.18
6349,1022012,5,3,45000,1,3800,1,1,2,1,0,10.65,B,13.6,3890.76,3800,0,123.78
6350,1052013,2,3,60000,1,10000,1,1,8,1,0,11.71,B,18.06,11440.27,10000,0,330.76
6351,1102014,10,3,45996,1,1500,1,1,6,2,0,16.29,D,24.63,1905.333339,1500,0,52.96
6352,1082012,9,1,45000,1,4800,1,1,4,1,0,7.51,A,17.31,5065.63,4800,0,149.34
6353,1042012,5,2,102000,2,23800,1,1,7,1,1,8.9,A,17.91,5239.12,3537.55,708.34,755.73
6354,1102014,1,1,61000,1,2000,1,1,6,1,0,7.9,A,13.22,2252.246487,2000,0,62.59
6355,1092014,7,3,85900,1,20000,1,1,1,1,0,10.65,B,14.29,23440.40224,20000,0,651.47
6356,1012016,3,1,98850,1,14500,2,1,6,2,0,17.27,D,9.91,18833.52,11845.81,0,362.48
6357,1012014,10,3,52000,1,8325,1,1,6,1,0,7.51,A,25.5,9250.46,8325,0,259
6358,1102012,5,3,180000,2,35000,2,1,1,2,0,22.74,G,15.83,42532.22,35000,0,981.45
6359,1012016,2,3,125000,2,16000,2,1,7,2,0,15.27,C,14.79,19504.84,12750.47,0,382.92
6360,1012016,4,1,32004,1,2000,2,1,4,2,0,14.27,C,19.31,2383.06,1600.1,0,46.82
6361,1102014,1,1,80000,1,9600,1,1,1,1,0,9.91,B,14.92,11134.08667,9600,0,309.36
6362,1082014,10,1,56000,1,3000,1,1,9,2,0,14.27,C,20.1,3698.7603719999997,3000,0,102.93
6363,1022012,10,2,62400,1,32000,2,1,1,1,0,12.42,B,7.38,33301.14,32000,0,718.64
6364,1032013,8,2,15300,1,2500,1,1,8,1,0,6.03,A,26.43,2669,2500,0,76.09
6365,1122013,9,3,80000,1,25000,2,1,6,2,0,14.27,C,10.88,31497.73,25000,0,585.22
6366,1072014,5,3,82000,1,19075,1,1,6,1,0,7.9,A,11.06,21461.68545,19075,0,596.87
6367,1012016,9,1,87996,1,12000,2,1,6,1,0,12.42,B,19.5,13737.55,9691.69,0,269.49
6368,1102014,2,3,136173,2,8000,1,1,7,1,0,6.62,A,4.59,8839.672051000001,8000,0,245.63
6369,1012016,0.5,1,39996,1,5000,2,1,6,2,0,19.42,E,7.8,6656.45,3904.3,0,130.87
6370,1102014,10,3,73527,1,12000,1,1,6,1,0,12.42,B,21.87,14430.60338,12000,0,400.99
6371,1052013,5,3,81996,1,7500,2,1,6,2,0,18.25,D,13.84,9435.15,7500,0,191.48
6372,1022013,4,3,300000,3,21000,2,1,4,2,0,19.42,E,5.53,25989.5,21000,0,549.62
6373,1072013,1,2,60000,1,15600,2,1,1,2,1,19.42,E,18.68,9292.51,3852.35,736.48,408.29
6374,1012014,9,3,48000,1,5600,1,1,2,2,0,15.96,C,11.8,6964.03,5600,0,196.77
6375,1102014,6,1,24000,1,2400,1,1,6,2,0,16.29,D,20.75,3048.276428,2400,0,84.73
6376,1052014,4,1,80000,1,7000,1,1,5,1,0,6.62,A,8.67,7717.6788480000005,7000,0,214.93
6377,1072014,1,3,82532,1,6000,1,1,6,1,0,6.62,A,20.02,6623.88339,6000,0,184.23
6378,1102014,9,3,60000,1,3000,1,1,11,1,0,7.51,A,19.74,3358.3721979999996,3000,0,93.34
6379,1102014,6,3,90000,1,12000,1,1,1,1,0,6.62,A,14.76,13261.98099,12000,0,368.45
6380,1102014,3,3,70000,1,5000,1,1,1,1,0,6.03,A,1.75,5477.913472,5000,0,152.18
6381,1082013,10,3,80000,1,16500,2,1,6,1,0,7.9,A,8.21,18529.45,16500,0,333.78
6382,1082013,7,3,36000,1,11200,2,1,6,2,1,20.89,F,15.8,7845.93,2837.28,1219.09,302.31
6383,1012016,0.5,3,65000,1,16000,2,1,1,1,0,12.69,B,16.65,18417.92,12900.2,0,361.52
6384,1062013,5,3,28000,1,17000,2,1,6,1,1,12.42,B,12.34,8347.01,4544.9,716.01,381.78
6385,1102014,1,3,60000,1,5000,1,1,7,2,0,15.27,C,11.72,6254.743315,5000,0,173.99
6386,1082015,4,1,71016,1,14000,2,1,6,2,0,14.27,C,16.12,19283.895969999998,14000,0,327.72
6387,1012016,8,2,28700,1,12875,2,1,7,2,0,17.27,D,19.02,16395.03,10166.32,0,321.85
6388,1102014,9,3,55236,1,6500,1,1,6,1,0,6.03,A,22.34,7139.446605,6500,0,197.84
6389,1072013,10,3,165000,2,12000,1,1,1,1,0,6.62,A,4.09,13025.98,12000,0,368.45
6390,1102014,5,1,86400,1,2800,1,1,8,2,0,14.65,C,4.63,3475.5739799999997,2800,0,96.59
6391,1102014,2,3,75000,1,8150,1,1,4,1,0,7.51,A,12.91,9125.192138,8150,0,253.56
6392,1062012,10,3,40000,1,16450,2,1,6,2,0,17.58,D,22.8,18301.62,16450,0,413.98
6393,1102013,9,3,113000,2,15000,2,1,6,1,0,12.42,B,19.09,18164.23,15000,0,336.86
6394,1102014,2,3,45000,1,8000,1,1,7,2,0,14.65,C,21.6,9931.234667,8000,0,275.96
6395,1092012,1,3,76700,1,14800,1,1,6,2,0,19.42,E,20.76,16852.44,14800,0,545.66
6396,1102014,6,3,70000,1,12800,1,1,9,1,0,11.71,B,18.1,15237.23106,12800,0,423.38
6397,1122014,9,1,40000,1,14000,1,1,6,1,0,12.42,B,23.13,16835.7082,14000,0,467.82
6398,1102014,4,1,38000,1,8000,1,1,1,1,0,12.69,B,13.45,9653.17325,8000,0,268.36
6399,1032013,10,3,95832,1,2500,2,1,2,2,0,13.49,C,13.19,2928.95,2500,0,57.52
6400,1052012,10,1,39600,1,1500,1,1,4,1,0,12.69,B,10.64,1602.93,1500,0,50.32
6401,1102014,2,1,40000,1,6000,1,1,6,1,0,9.91,B,13.83,6958.107505,6000,0,193.35
6402,1082013,10,3,108000,2,35000,2,1,1,1,0,11.71,B,11.27,40849.48,35000,0,773.44
6403,1102014,1,3,35640,1,10000,1,1,6,2,0,13.49,C,23.64,12208.84152,10000,0,339.31
6404,1062014,1,1,60000,1,9000,1,1,1,1,0,7.51,A,21.37,10007.9931,9000,0,280
6405,1012016,10,3,75000,1,21600,2,1,1,1,0,11.71,B,20.82,24333.4,17497.56,0,477.33
6406,1102014,10,1,115154,2,3000,1,1,4,2,0,14.27,C,16.63,3701.92076,3000,0,102.93
6407,1112013,10,1,100000,1,35000,2,1,6,2,0,13.49,C,19.76,43312.7,35000,0,805.17
6408,1102014,8,1,43000,1,4900,1,1,8,1,0,9.91,B,14.37,5682.284594,4900,0,157.91
6409,1072013,3,1,187000,2,12000,1,1,6,1,1,7.9,A,4.89,8191.47,6642.99,318.99,375.49
6410,1102014,6.05,2,26300,1,7500,1,1,1,1,0,6.62,A,15.56,8288.423229,7500,0,230.28
6411,1102014,6.05,1,12480,1,1000,1,1,6,1,0,8.9,A,6.35,1142.556076,1000,0,31.76
6412,1102014,2,1,40000,1,1000,1,1,4,1,0,6.03,A,25.17,1095.54558,1000,0,30.44
6413,1012016,10,3,66996,1,4000,2,1,8,1,0,12.69,B,14.81,4598.46,3221.35,0,90.38
6414,1102014,0.5,1,32000,1,4500,1,1,2,1,0,6.62,A,18.45,4972.198868,4500,0,138.17
6415,1032014,4,1,24000,1,5000,1,1,8,1,0,6.62,A,15.8,5501.514965,5000,0,153.52
6416,1052015,4,1,27000,1,9000,2,1,4,2,1,14.27,C,5.64,9059.24,5766.51,14.28,210.68
6417,1012016,3,1,109000,2,35000,2,1,6,1,0,12.69,B,9.5,40312.22,28233.18,0,790.82
6418,1022014,5,1,57000,1,8000,2,1,4,2,0,15.96,C,14.61,10469.127709999999,8000,0,194.38
6419,1102014,10,1,102000,2,12000,1,1,6,2,0,17.27,D,13.84,15449.17833,12000,0,429.45
6420,1072015,6.05,3,42090,1,23600,2,1,6,2,0,18.25,D,19.79,35244.38848,23600,0,602.5
6421,1102014,5,3,64000,1,12000,1,1,6,1,0,6.03,A,15.64,13147.45575,12000,0,365.23
6422,1052012,6,1,60500,1,2400,1,1,6,1,0,12.69,B,22.04,2564.72,2400,0,80.51
6423,1102014,8,1,55000,1,7500,1,1,6,1,0,8.9,A,1.9,8570.942011,7500,0,238.15
6424,1102015,10,3,112000,2,34525,2,1,6,2,0,14.27,C,17.66,47862.73008,34525,0,808.18
6425,1022012,4,3,80000,1,6000,1,1,7,1,0,6.03,A,9.03,6116.6,6000,0,182.62
6426,1012012,7,3,109000,2,3950,1,1,13,1,0,6.03,A,2.73,4008.28,3950,0,120.23
6427,1112014,2,1,19200,1,1800,1,1,6,1,0,11.99,B,21.25,2166.9663579999997,1800,0,59.78
6428,1102014,7,1,64000,1,6800,1,1,6,1,0,11.71,B,10.91,8092.524613,6800,0,224.92
6429,1022013,2,1,56000,1,6650,1,1,1,1,0,12.69,B,23.36,7497.68,6650,0,223.08
6430,1012016,3,3,80000,1,31025,2,1,6,2,0,22.06,F,20.01,43738.98,23961.45,0,857.94
6431,1022014,0.5,1,20004,1,1500,1,1,4,1,0,12.69,B,3.06,1791.32,1500,0,50.32
6432,1072013,0.5,3,45000,1,14000,1,1,6,1,0,12.69,B,14.88,16210.14,14000.01,0,469.63
6433,1032014,0.5,1,57000,1,6000,1,1,4,1,0,7.9,A,8.61,6723.631578,6000,0,187.75
6434,1072013,10,3,95000,1,7500,1,1,4,1,0,6.03,A,9.03,8084.11,7500,0,228.27
6435,1012016,10,3,102000,2,35000,2,1,1,1,0,11.71,B,10.99,39430.6,28357.67,0,773.44
6436,1122014,2,1,80000,1,16400,2,1,6,2,0,22.35,F,21.07,25494.89821,16400,0,456.22
6437,1092013,6,3,68500,1,16800,2,1,6,2,0,15.27,C,12.91,21025.3,16800,0,402.06
6438,1112011,9,1,25000,1,3700,1,1,2,1,0,9.91,B,6.14,3730.86,3700,0,119.24
6439,1102014,1,3,30000,1,5000,1,1,6,1,0,6.03,A,4.8,5477.972786,5000,0,152.18
6440,1102014,0.5,1,21000,1,3000,1,1,4,1,0,10.65,B,20.11,3515.959551,3000,0,97.72
6441,1072014,10,1,40000,1,7000,1,1,1,1,0,7.9,A,17.25,7875.032012000001,7000,0,219.04
6442,1022015,10,3,68000,1,20000,2,1,6,1,0,10.65,B,18.44,25179.61787,20000,0,431.37
6443,1112014,7,1,53000,1,9600,1,1,1,1,0,11.71,B,18.18,11451.23617,9600,0,317.53
6444,1052015,10,2,27600,1,14500,2,1,1,2,0,17.27,D,16.26,21047.43392,14500,0,362.48
6445,1012015,4,3,60000,1,19425,2,1,6,2,0,13.49,C,20.3,25775.3193,19425,0,446.87
6446,1092014,6,3,132000,2,24000,2,1,6,2,1,18.64,E,10.03,21624.05,11265.46,31.08,617.83
6447,1062014,10,3,75000,1,9100,1,1,6,1,0,6.03,A,13.15,9932.339812,9100,0,276.97
6448,1042013,10,3,95000,1,20000,1,1,6,1,0,10.65,B,20.32,22516.62,20000,0,651.47
6449,1102014,2,1,115000,2,35000,1,1,1,1,0,7.9,A,4.14,39424.34542,35000,0,1095.16
6450,1012016,0.5,1,68000,1,21000,2,1,4,2,0,13.49,C,3.39,24624.66,16878.83,0,483.1
6451,1042012,4,1,42000,1,4500,1,1,3,1,0,6.03,A,19.03,4627.36,4500,0,136.96
6452,1042012,10,1,100000,1,35000,2,1,1,2,0,20.89,F,15.44,37739.89,35000,0,944.71
6453,1012016,10,3,80000,1,24250,2,1,1,2,0,17.58,D,16.45,31067.21,19110.78,0,610.27
6454,1122015,10,3,60960,1,35000,2,1,6,1,0,12.42,B,21.36,39288.74,27562.52,0,786.01
6455,1102014,0.5,3,144000,2,35000,1,1,6,1,0,8.9,A,17.25,40006.80007,35000,0,1111.37
6456,1112011,10,3,115000,2,5000,1,1,7,1,0,7.51,A,9.27,5031.76,5000,0,155.56
6457,1102012,6,3,100000,1,10000,1,1,4,1,0,12.69,B,15.17,11099.93,10000,0,335.45
6458,1052012,7,2,87500,1,12000,1,1,6,2,1,14.65,C,15.89,3470.31,1939.05,577.21,413.94
6459,1122015,0.5,1,60000,1,25000,2,1,6,2,0,18.64,E,21.12,32165.5,19075.63,0,643.58
6460,1102014,0.5,1,55000,1,6000,1,1,1,1,0,6.03,A,8.92,6573.607325999999,6000,0,182.62
6461,1052015,10,3,103000,2,25000,2,1,6,2,0,14.27,C,15.23,34147.81174,25000,0,585.22
6462,1122014,3,3,85000,1,20000,2,1,6,2,0,14.27,C,8.84,26794.00792,20000,0,468.17
6463,1012016,6.05,3,47690,1,10800,2,1,7,2,0,17.27,D,15.53,13756.38,8529.8,0,269.98
6464,1092012,10,3,31000,1,2400,1,1,2,1,1,10.65,B,20.59,1278.22,652.19,420.88,78.18
6465,1072013,10,3,162000,2,16000,1,1,6,2,0,15.96,C,19.68,19388.14,16000,0,562.2
6466,1102014,10,1,75000,1,14000,1,1,6,1,0,6.03,A,12.13,15339.11422,14000,0,426.1
6467,1032014,10,3,30000,1,6500,1,1,6,1,0,6.62,A,8.88,7152.1154129999995,6500,0,199.58
6468,1112012,4,1,30000,1,5000,1,1,6,1,1,9.91,B,21.16,2281.77,1633.01,192.8,161.13
6469,1102014,10,2,42000,1,10000,1,1,7,1,0,6.03,A,22.91,10956.24214,10000,0,304.36
6470,1112015,5,3,115000,2,35000,2,1,6,2,1,18.64,E,11.45,44130.73,25945.22,0,901.01
6471,1082012,3,3,33600,1,2500,1,1,8,1,0,8.9,A,14.64,2664.26,2500,0,79.39
6472,1032013,8,1,75000,1,9600,1,1,6,1,0,12.69,B,11.46,10985.41,9600,0,322.04
6473,1082014,3,1,30000,1,4000,1,1,1,1,0,7.9,A,14.08,4502.091711,4000,0,125.17
6474,1022015,3,3,140000,2,21000,2,1,6,2,0,14.27,C,10.16,28129.20064,21000,0,491.58
6475,1102015,7,3,64140,1,16000,2,1,6,2,0,16.77,D,22.11,23495.362569999998,16000,0,395.67
6476,1122012,4,3,175000,2,29700,2,1,6,2,0,23.91,G,8.52,37444.88,29700,0,852.86
6477,1032012,10,1,56000,1,9000,1,1,6,2,0,16.77,D,21.69,9599.62,9000,0,319.85
6478,1062015,1,3,123500,2,35000,2,1,6,2,0,18.25,D,22.89,51921.6577,35000,0,893.54
6479,1102014,4,3,105000,2,7200,1,1,9,1,0,7.51,A,29.62,8054.20772,7200,0,224
6480,1102014,7,3,68000,1,2500,1,1,7,1,0,11.71,B,17.65,2974.503483,2500,0,82.69
6481,1032013,10,3,80000,1,7000,1,1,6,2,0,16.29,D,10.93,8313.13,7000,0,247.11
6482,1042012,4,1,54200,1,15000,2,1,5,2,0,14.27,C,20.99,15874.24,15000,0,351.13
6483,1102014,9,3,140000,2,7500,1,1,6,1,0,6.62,A,5.69,8287.096666,7500,0,230.28
6484,1012016,8,3,48996,1,15000,2,1,6,1,0,11.71,B,17.29,16576.82,11847.07,0,331.48
6485,1102014,10,3,94000,1,30000,1,1,7,1,0,6.62,A,7.56,33156.6095,30000,0,921.11
6486,1082012,3,1,65000,1,3625,1,1,6,1,0,6.03,A,14.18,3733.21,3625,0,110.33
6487,1042012,4,1,66000,1,20000,1,1,6,1,0,8.9,A,5.58,20834.8,20000,0,635.07
6488,1102014,5,1,48000,1,2250,1,1,8,1,0,12.69,B,2.25,2715.649845,2250,0,75.48
6489,1032014,2,3,50000,1,12000,2,1,7,1,0,11.71,B,13.42,14696.48359,12000,0,265.18
6490,1032013,10,3,82500,1,11000,1,1,6,1,0,10.65,B,15.19,12326.74,11000,0,358.31
6491,1022012,4,3,55000,1,7000,1,1,1,2,0,13.49,C,11.3,7303.41,7000,0,237.52
6492,1012016,2,1,119496,2,15000,2,1,9,1,0,12.69,B,2.79,17267.79,12094.73,0,338.93
6493,1062013,0.5,1,18000,1,1000,1,1,9,2,1,13.49,C,17.6,703.21,502.9,28.41,33.94
6494,1102014,10,3,58000,1,15700,1,1,1,1,0,7.9,A,11.42,17683.75247,15700,0,491.26
6495,1012016,1,3,76728,1,10000,2,1,4,1,0,8.9,A,19.39,10532.7,8182.59,0,207.1
6496,1102014,3,3,109000,2,8800,1,1,1,1,0,12.69,B,7.98,10617.6381,8800,0,295.2
6497,1102014,3,1,38000,1,19750,1,1,6,1,0,7.51,A,20.59,22117.96231,19750,0,614.44
6498,1102014,10,3,54000,1,11200,1,1,1,1,0,6.03,A,16.91,12271.036320000001,11200,0,340.88
6499,1012013,0.5,3,25000,1,6350,2,1,1,2,1,19.03,E,24.72,2773.45,1067.61,321.25,164.83
6500,1062014,3,3,132540,2,15000,2,1,7,2,0,18.64,E,17.65,21060.952709999998,15000,0,386.15
6501,1112013,10,1,75000,1,6775,1,1,3,1,1,7.9,A,24.49,4821.51,4163.13,0,212
6502,1062013,10,3,85000,1,6000,1,1,6,2,1,13.49,C,12.3,4529.16,3021.65,474.16,203.59
6503,1062014,10,2,70254,1,3500,1,1,4,1,0,6.62,A,20.94,3856.036185,3500,0,107.47
6504,1022012,4,1,45000,1,4000,1,1,11,1,0,7.9,A,6.29,4101.92,4000,0,125.17
6505,1092012,2,3,36000,1,7200,2,1,2,1,0,12.42,B,12.53,7968.32,7200,0,161.7
6506,1102013,4,3,100000,1,35000,2,1,6,2,0,22.35,F,9.65,48722.18,35000,0,973.64
6507,1112013,10,2,200000,2,16000,2,1,4,2,1,13.49,C,9.17,9193.25,5393.2,0,368.08
6508,1072015,10,3,67200,1,14000,2,1,6,1,1,12.69,B,3.91,15221.49,9623.81,1002.6,316.33
6509,1062014,1,3,140000,2,20000,2,1,6,2,0,13.49,C,7.98,25547.186380000003,20000,0,460.1
6510,1102014,0.5,1,30000,1,6000,1,1,4,2,0,13.49,C,9.68,7325.297288,6000,0,203.59
6511,1052012,5,1,45300,1,2500,1,1,6,2,0,16.29,D,18.01,2658.08,2500,0,88.26
6512,1102014,5,1,24000,1,4400,1,1,3,1,0,12.42,B,19,5290.043764999999,4400,0,147.03
6513,1072014,2,1,45000,1,13250,1,1,1,1,0,7.9,A,28.4,14908.322930000002,13250,0,414.6
6514,1032012,9,1,24636,1,7925,2,1,6,1,1,12.42,B,28.2,888.85,489.24,0,177.98
6515,1122013,3,3,174792,2,22400,2,1,6,2,1,21.67,F,18.65,16644.35,5210.46,2406.36,614.47
6516,1062013,10,3,50400,1,25200,2,1,6,2,0,18.64,E,4.81,32183.23,25200,0,648.73
6517,1032012,3,1,80000,1,6000,1,1,8,1,0,12.69,B,0.15,6109.23,6000,0,201.27
6518,1102014,3,1,32400,1,2400,1,1,4,2,0,16.77,D,17,3067.849695,2400,0,85.3
6519,1102014,10,2,56100,1,16000,1,1,6,1,0,6.03,A,16.79,17530.38714,16000,0,486.97
6520,1042012,7,1,118000,2,4800,1,1,5,1,0,8.9,A,4.15,5000.12,4800,0,152.42
6521,1022013,10,3,88800,1,7000,1,1,7,1,0,6.62,A,7.77,7407.94,7000,0,214.93
6522,1102014,7,3,75000,1,16100,1,1,6,1,0,7.9,A,10.59,18134.58135,16100,0,503.78
6523,1072013,3,2,55000,1,4500,1,1,6,2,1,13.49,C,21.4,3206.49,2393.81,12.6,152.69
6524,1062013,3,1,52852,1,6800,1,1,6,1,1,10.65,B,6.79,4429.36,3498.2,13.96,221.5
6525,1032014,0.5,3,92088,1,30000,2,1,6,1,0,11.71,B,15.31,36880.80639,30000,0,662.95
6526,1102014,2,1,56000,1,10000,1,1,6,1,0,6.03,A,16.76,10956.360770000001,10000,0,304.36
6527,1102013,8,1,55000,1,6000,1,1,6,1,0,6.62,A,20.42,6552.44,6000,0,184.23
6528,1042013,0.5,3,50000,1,25475,2,1,3,2,0,21.28,F,18.31,32308.75,25475,0,693.21
6529,1042012,6,3,82600,1,19450,1,1,6,1,0,9.91,B,12.17,20214.48,19450,0,626.78
6530,1112012,7,1,43000,1,9000,2,1,2,2,0,14.27,C,5.69,10288.26,9000,0,210.68
6531,1012016,6.05,1,86400,1,27000,2,1,6,1,0,10.65,B,24.06,29668.41,21954.26,0,582.35
6532,1102014,4,1,70000,1,2400,1,1,6,1,0,10.65,B,19.15,2813.201995,2400,0,78.18
6533,1062015,10,3,132996,2,30000,2,1,6,1,0,12.42,B,18.05,39564.14273,30000,0,673.72
6534,1092013,1,3,115200,2,14000,1,1,6,1,0,6.62,A,12.41,15263.63,14000,0,429.86
6535,1052013,10,3,150000,2,10000,1,1,3,1,0,7.9,A,3.83,10960.67,10000,0,312.91
6536,1052014,6,1,90000,1,1950,1,1,6,1,0,12.42,B,8.77,2335.245336,1950,0,65.16
